1	1	1	1	0	1e-06
2	2	1.7828	1	0	1e-05
3	2	0.1338	2	0	1e-05
4	2	-0.70323	3	0	1e-05
5	2	-0.36295	4	0	1e-05
6	2	-0.066929	5	0	1e-05
7	2	-0.081736	6	0	1e-05
8	2	-4.4563e-08	7	0	1e-05
9	2	-1.1574e-09	8	0	1e-05
10	2	-0.24006	9	0	1e-05
11	2	-0.073019	10	0	1e-05
12	2	-0.026486	11	0	1e-05
13	2	-0.050229	12	0	1e-05
14	2	-0.11349	13	0	1e-05
15	2	-0.11984	14	0	1e-05
16	3	-0.080897	1	0	1e-05
17	3	0.17631	2	0	1e-05
18	3	-0.064023	3	0	1e-05
19	3	0.029614	4	0	1e-05
20	3	-0.014088	5	0	1e-05
21	3	-0.024186	6	0	1e-05
22	3	1.1581e-07	7	0	1e-05
23	3	0.14204	8	0	1e-05
24	3	0.080185	9	0	1e-05
25	3	-0.047057	10	0	1e-05
26	3	-0.013621	11	0	1e-05
27	3	-0.013175	12	0	1e-05
28	3	-0.048759	13	0	1e-05
29	3	-0.040214	14	0	1e-05
30	4	1.1995	1	2	6.4e-05
31	4	0.58337	1	5	6.4e-05
32	4	-1.1745	2	1	6.4e-05
33	4	0.54744	2	3	6.4e-05
34	4	0.43598	2	4	6.4e-05
35	4	0.32489	2	5	6.4e-05
36	4	-0.53427	3	2	6.4e-05
37	4	-0.16897	3	4	6.4e-05
38	4	-0.42586	4	2	6.4e-05
39	4	0.17085	4	3	6.4e-05
40	4	-0.46978	4	5	6.4e-05
41	4	0.22989	4	7	6.4e-05
42	4	0.13196	4	9	6.4e-05
43	4	-0.56683	5	1	6.4e-05
44	4	-0.31936	5	2	6.4e-05
45	4	0.47278	5	4	6.4e-05
46	4	0.34648	5	6	6.4e-05
47	4	-0.34648	6	5	6.4e-05
48	4	0.056301	6	11	6.4e-05
49	4	0.063474	6	12	6.4e-05
50	4	0.14497	6	13	6.4e-05
51	4	-0.22989	7	4	6.4e-05
52	4	1.1574e-09	7	8	6.4e-05
53	4	0.22989	7	9	6.4e-05
54	4	-1.1574e-09	8	7	6.4e-05
55	4	-0.13196	9	4	6.4e-05
56	4	-0.22989	9	7	6.4e-05
57	4	0.043665	9	10	6.4e-05
58	4	0.078119	9	14	6.4e-05
59	4	-0.043552	10	9	6.4e-05
60	4	-0.029467	10	11	6.4e-05
61	4	-0.056017	11	6	6.4e-05
62	4	0.029531	11	10	6.4e-05
63	4	-0.063004	12	6	6.4e-05
64	4	0.012775	12	13	6.4e-05
65	4	-0.14359	13	6	6.4e-05
66	4	-0.012738	13	12	6.4e-05
67	4	0.04284	13	14	6.4e-05
68	4	-0.077284	14	9	6.4e-05
69	4	-0.042552	14	13	6.4e-05
70	5	-0.054228	1	2	6.4e-05
71	5	0.087938	1	5	6.4e-05
72	5	0.18885	2	1	6.4e-05
73	5	0.10496	2	3	6.4e-05
74	5	0.019604	2	4	6.4e-05
75	5	0.043302	2	5	6.4e-05
76	5	-0.0031786	3	2	6.4e-05
77	5	-0.0031069	3	4	6.4e-05
78	5	0.047449	4	2	6.4e-05
79	5	0.021138	4	3	6.4e-05
80	5	0.12093	4	5	6.4e-05
81	5	-0.21429	4	7	6.4e-05
82	5	-0.073918	4	9	6.4e-05
83	5	0.033805	5	1	6.4e-05
84	5	0.010654	5	2	6.4e-05
85	5	-0.11146	5	4	6.4e-05
86	5	-0.18521	5	6	6.4e-05
87	5	0.21974	6	5	6.4e-05
88	5	0.015952	6	11	6.4e-05
89	5	0.018873	6	12	6.4e-05
90	5	0.052704	6	13	6.4e-05
91	5	0.23358	7	4	6.4e-05
92	5	-0.13905	7	8	6.4e-05
93	5	0.02794	7	9	6.4e-05
94	5	0.14204	8	7	6.4e-05
95	5	0.085695	9	4	6.4e-05
96	5	-0.022758	9	7	6.4e-05
97	5	0.045768	9	10	6.4e-05
98	5	0.036651	9	14	6.4e-05
99	5	-0.04547	10	9	6.4e-05
100	5	-0.0015869	10	11	6.4e-05
101	5	-0.015357	11	6	6.4e-05
102	5	0.0017359	11	10	6.4e-05
103	5	-0.017894	12	6	6.4e-05
104	5	0.004719	12	13	6.4e-05
105	5	-0.049997	13	6	6.4e-05
106	5	-0.0046858	13	12	6.4e-05
107	5	0.0059241	13	14	6.4e-05
108	5	-0.034875	14	9	6.4e-05
109	5	-0.005339	14	13	6.4e-05
1	1	1	1	0	1e-06
2	2	1.7694	1	0	1e-05
3	2	0.12809	2	0	1e-05
4	2	-0.69435	3	0	1e-05
5	2	-0.36351	4	0	1e-05
6	2	-0.065525	5	0	1e-05
7	2	-0.082811	6	0	1e-05
8	2	-7.2605e-08	7	0	1e-05
9	2	-1.3947e-09	8	0	1e-05
10	2	-0.23284	9	0	1e-05
11	2	-0.070401	10	0	1e-05
12	2	-0.028044	11	0	1e-05
13	2	-0.050517	12	0	1e-05
14	2	-0.11277	13	0	1e-05
15	2	-0.11947	14	0	1e-05
16	3	-0.07913	1	0	1e-05
17	3	0.17297	2	0	1e-05
18	3	-0.068869	3	0	1e-05
19	3	0.02966	4	0	1e-05
20	3	-0.013792	5	0	1e-05
21	3	-0.02696	6	0	1e-05
22	3	1.5109e-07	7	0	1e-05
23	3	0.13925	8	0	1e-05
24	3	0.084573	9	0	1e-05
25	3	-0.04537	10	0	1e-05
26	3	-0.014423	11	0	1e-05
27	3	-0.01325	12	0	1e-05
28	3	-0.048451	13	0	1e-05
29	3	-0.04009	14	0	1e-05
30	4	1.1909	1	2	6.4e-05
31	4	0.57852	1	5	6.4e-05
32	4	-1.1663	2	1	6.4e-05
33	4	0.54085	2	3	6.4e-05
34	4	0.43185	2	4	6.4e-05
35	4	0.32169	2	5	6.4e-05
36	4	-0.52798	3	2	6.4e-05
37	4	-0.16638	3	4	6.4e-05
38	4	-0.42193	4	2	6.4e-05
39	4	0.1682	4	3	6.4e-05
